datetime,user,identifier,subject,dataType,encrypted,suffix,errorType,errorDetails
2025-03-20_13-42,llaplace,sub-3000001_all_digi_s3_r1_e1,3000001,digi,1,s3_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000001/s3_r1/digi/, folder is not present)"
2025-03-20_13-42,llaplace,sub-3000003_all_digi_s1_r1_e1,3000003,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s1_r1/digi/, folder is not present)"
2025-03-20_13-42,llaplace,sub-3000003_all_digi_s2_r1_e1,3000003,digi,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s2_r1/digi/, folder is not present)"
2025-03-20_13-43,llaplace,sub-3000003_all_digi_s2_r1_e1,3000003,digi,1,s2_r1,Missing files to process,"First line of deviation file is ""The .png file for this participant is missing. The EEG RAs who conducted the session said a .png file does not exist for this participant on the local computer; thus, it cannot be recovered."", should contain ""files to process"""
2025-03-20_13-43,llaplace,sub-3000005_all_zoom_s3_r1_e1,3000005,zoom,1,s3_r1,Missing files to process,"First line of deviation file is ""3000264 (Child 1; BBS1) decided not to continue after completing the alone and observe-other flanker conditions. 
"", should contain ""files to process"""
2025-03-20_13-43,llaplace,sub-3000005_arrow-alert-v1-2_psychopy_s3_r1_e1,3000005,psychopy,0,s3_r1,Missing files to process,"First line of deviation file is ""3000264 (Child 1; BBS1) decided not to continue after completing the alone and observe-other flanker conditions. 
"", should contain ""files to process"""
2025-03-20_13-42,llaplace,sub-3000006_all_digi_s1_r1_e1,3000006,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000006/s1_r1/digi/, folder is not present)"
2025-03-20_13-42,llaplace,sub-3000008_all_digi_s1_r1_e1,3000008,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/digi/, folder is not present)"
2025-03-20_13-42,llaplace,sub-3000008_all_digi_s2_r1_e1,3000008,digi,1,s2_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s2_r1/digi/, folder is not present)"
2025-03-20_13-42,llaplace,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1,3000008,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/psychopy/
2025-03-20_13-43,llaplace,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1,3000008,psychopy,0,s1_r1,Missing files to process,"First line of deviation file is ""After 5 or more attempts, the participant was not able to successfully complete the practice round, so an alt version of the task was launched to skip the practice, hence the two .csv files. The actual data for the Flanker task is in the files that match naming convention; the ""practice-only"" files contain data for the practice round. 
"", should contain ""files to process"""
2025-03-20_13-42,llaplace,sub-3000008_arrow-alert-v1-2_psychopy_s1_r1_e1,3000008,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s1_r1/psychopy/
2025-03-20_13-42,llaplace,sub-3000011_all_digi_s1_r1_e1,3000011,digi,1,s1_r1,Missing identifier,"Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000011/s1_r1/digi/, folder is not present)"
2025-03-20_13-42,llaplace,sub-3000014_arrow-alert-v1-1_psychopy_s1_r1_e1,3000014,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000014/s1_r1/psychopy/
2025-03-20_13-43,llaplace,sub-3000014_arrow-alert-v1-1_psychopy_s1_r1_e1,3000014,psychopy,0,s1_r1,Combination variable error,Combination row arrow-alert_psychopy has no variables present in /home/data/NDClab/datasets/thrive-dataset/sourcedata/raw/s1_r1/psychopy/sub-3000014/
