name,date,sub,session,dtype,fname,status
Lilly,2025-03-05,3000002,s3_r1,psychopy,"sub-3000002_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000002_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000002_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000003,s3_r1,psychopy,"sub-3000003_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000003_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000003_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000004,s3_r1,psychopy,"sub-3000004_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000004_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000004_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000005,s3_r1,psychopy,"sub-3000005_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000005_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000005_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000006,s3_r1,psychopy,"sub-3000006_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000006_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000006_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000008,s3_r1,psychopy,"sub-3000008_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000008_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000008_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000010,s3_r1,psychopy,"sub-3000010_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000010_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000010_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000011,s3_r1,psychopy,"sub-3000011_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000011_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000011_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000012,s3_r1,psychopy,"sub-3000012_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000012_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000012_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000015,s3_r1,psychopy,"sub-3000015_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000015_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000015_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000019,s3_r1,psychopy,"sub-3000019_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000019_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000019_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000020,s3_r1,psychopy,"sub-3000020_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000020_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000020_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
Lilly,2025-03-05,3000022,s3_r1,psychopy,"sub-3000022_arrow-alert-v1-2_psychopy_s3_r1_e1.csv,sub-3000022_arrow-alert-v1-2_psychopy_s3_r1_e1.log,sub-3000022_arrow-alert-v1-2_psychopy_s3_r1_e1.psydat",PASSED
