name,date,sub,session,dtype,fname,status,notes
Lilly,2025-03-10,3000034,s1_r1,eeg,"sub-3000034_all_eeg_s1_r1_e1_flanker-only.vhdr, sub-3000034_all_eeg_s1_r1_e1_speech-only.vhdr, sub-3000034_all_eeg_s1_r1_e1_flanker-only.eeg, sub-3000034_all_eeg_s1_r1_e1_speech-only.eeg, sub-3000034_all_eeg_s1_r1_e1_flanker-only.vmrk, sub-3000034_all_eeg_s1_r1_e1_speech-only.vmrk",PASSED,
Lilly,2025-03-10,3000040,s1_r1,eeg,"",FAILED,NO DATA
Lilly,2025-03-10,3000049,s1_r1,eeg,"sub-3000049_all_eeg_s1_r1_e1_before-social.vhdr, sub-3000049_all_eeg_s1_r1_e1_social-only.vhdr, sub-3000049_all_eeg_s1_r1_e1_before-social.eeg, sub-3000049_all_eeg_s1_r1_e1_social-only.eeg, sub-3000049_all_eeg_s1_r1_e1_before-social.vmrk, sub-3000049_all_eeg_s1_r1_e1_social-only.vmrk",PASSED,
Lilly,2025-03-10,3000058,s1_r1,eeg,"sub-3000058_all_eeg_s1_r1_e1_before-speech.vhdr, sub-3000058_all_eeg_s1_r1_e1_speech.vhdr, sub-3000058_all_eeg_s1_r1_e1_before-speech.eeg, sub-3000058_all_eeg_s1_r1_e1_speech.eeg, sub-3000058_all_eeg_s1_r1_e1_before-speech.vmrk, sub-3000058_all_eeg_s1_r1_e1_speech.vmrk",PASSED,
Lilly,2025-03-10,3000083,s1_r1,eeg,"sub-3000083_all_eeg_s1_r1_e1_before-speech.vhdr, sub-3000083_all_eeg_s1_r1_e1_speech.vhdr, sub-3000083_all_eeg_s1_r1_e1_before-speech.eeg, sub-3000083_all_eeg_s1_r1_e1_speech.eeg, sub-3000083_all_eeg_s1_r1_e1_before-speech.vmrk, sub-3000083_all_eeg_s1_r1_e1_speech.vmrk",PASSED,
Lilly,2025-03-10,3000097,s1_r1,eeg,"sub-3000097_all_eeg_s1_r1_e1_before-speech.vhdr, sub-3000097_all_eeg_s1_r1_e1_speech-only.vhdr, sub-3000097_all_eeg_s1_r1_e1_before-speech.eeg, sub-3000097_all_eeg_s1_r1_e1_speech-only.eeg, sub-3000097_all_eeg_s1_r1_e1_before-speech.vmrk, sub-3000097_all_eeg_s1_r1_e1_speech-only.vmrk",PASSED,
Lilly,2025-03-10,3000101,s1_r1,eeg,"",FAILED,NO DATA
Lilly,2025-03-10,3000114,s1_r1,eeg,"sub-3000114_all_eeg_s1_r1_e1_flankerc1.vhdr, sub-3000114_all_eeg_s1_r1_e1_flankerc2.vhdr, sub-3000114_all_eeg_s1_r1_e1_speech.vhdr, sub-3000114_all_eeg_s1_r1_e1_flankerc1.eeg, sub-3000114_all_eeg_s1_r1_e1_flankerc2.eeg, sub-3000114_all_eeg_s1_r1_e1_speech.eeg, sub-3000114_all_eeg_s1_r1_e1_flankerc1.vmrk, sub-3000114_all_eeg_s1_r1_e1_flankerc2.vmrk, sub-3000114_all_eeg_s1_r1_e1_speech.vmrk",PASSED,
Lilly,2025-03-10,3000124,s1_r1,eeg,"sub-3000124_all_eeg_s1_r1_e1.vhdr, sub-3000124_all_eeg_s1_r1_e1.eeg, sub-3000124_all_eeg_s1_r1_e1.vmrk",FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-03-10,3000155,s1_r1,eeg,"sub-3000155_all_eeg_s1_r1_e1_flanker.vhdr, sub-3000155_all_eeg_s1_r1_e1_speech-gtky.vhdr, sub-3000155_all_eeg_s1_r1_e1_flanker.eeg, sub-3000155_all_eeg_s1_r1_e1_speech-gtky.eeg, sub-3000155_all_eeg_s1_r1_e1_flanker.vmrk, sub-3000155_all_eeg_s1_r1_e1_speech-gtky.vmrk",PASSED,
Lilly,2025-03-10,3000165,s1_r1,eeg,"sub-3000165_all_eeg_s1_r1_e1_flanker-1.vhdr, sub-3000165_all_eeg_s1_r1_e1_flanker-2-and-social-tasks.vhdr, sub-3000165_all_eeg_s1_r1_e1_flanker-1.eeg, sub-3000165_all_eeg_s1_r1_e1_flanker-2-and-social-tasks.eeg, sub-3000165_all_eeg_s1_r1_e1_flanker-1.vmrk, sub-3000165_all_eeg_s1_r1_e1_flanker-2-and-social-tasks.vmrk",PASSED,
Lilly,2025-03-10,3000181,s1_r1,eeg,"sub-3000181_all_eeg_s1_r1_e1_flanker1.vhdr, sub-3000181_all_eeg_s1_r1_e1_flanker2.vhdr, sub-3000181_all_eeg_s1_r1_e1_flanker1.eeg, sub-3000181_all_eeg_s1_r1_e1_flanker2.eeg, sub-3000181_all_eeg_s1_r1_e1_flanker1.vmrk, sub-3000181_all_eeg_s1_r1_e1_flanker2.vmrk",PASSED,
Lilly,2025-03-10,3000196,s1_r1,eeg,"sub-3000196_all_eeg_s1_r1_e1_flanker-alone1to4.vhdr, sub-3000196_all_eeg_s1_r1_e1_flanker-alone5-and-social.vhdr, sub-3000196_all_eeg_s1_r1_e1_flanker-alone1to4.eeg, sub-3000196_all_eeg_s1_r1_e1_flanker-alone5-and-social.eeg, sub-3000196_all_eeg_s1_r1_e1_flanker-alone1to4.vmrk, sub-3000196_all_eeg_s1_r1_e1_flanker-alone5-and-social.vmrk",PASSED,
Lilly,2025-03-10,3000215,s1_r1,eeg,"sub-3000215_all_eeg_s1_r1_e1_before-social.vhdr, sub-3000215_all_eeg_s1_r1_e1_social-only.vhdr, sub-3000215_all_eeg_s1_r1_e1_before-social.eeg, sub-3000215_all_eeg_s1_r1_e1_social-only.eeg, sub-3000215_all_eeg_s1_r1_e1_before-social.vmrk, sub-3000215_all_eeg_s1_r1_e1_social-only.vmrk",FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-03-10,3000221,s1_r1,eeg,"sub-3000221_all_eeg_s1_r1_e1_before-speech.vhdr, sub-3000221_all_eeg_s1_r1_e1_speech.vhdr, sub-3000221_all_eeg_s1_r1_e1_before-speech.eeg, sub-3000221_all_eeg_s1_r1_e1_speech.eeg, sub-3000221_all_eeg_s1_r1_e1_before-speech.vmrk, sub-3000221_all_eeg_s1_r1_e1_speech.vmrk",PASSED,
Lilly,2025-03-10,3000231,s1_r1,eeg,"sub-3000231_all_eeg_s1_r1_e1.vhdr, sub-3000231_all_eeg_s1_r1_e1.eeg, sub-3000231_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000232,s1_r1,eeg,"sub-3000232_all_eeg_s1_r1_e1.vhdr, sub-3000232_all_eeg_s1_r1_e1.eeg, sub-3000232_all_eeg_s1_r1_e1.vmrk",FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-03-10,3000236,s1_r1,eeg,"sub-3000236_all_eeg_s1_r1_e1_flanker-alone-b7-and-social-tasks.vhdr, sub-3000236_all_eeg_s1_r1_e1_flanker-until-alone-b6.vhdr, sub-3000236_all_eeg_s1_r1_e1_flanker-alone-b7-and-social-tasks.eeg, sub-3000236_all_eeg_s1_r1_e1_flanker-until-alone-b6.eeg, sub-3000236_all_eeg_s1_r1_e1_flanker-alone-b7-and-social-tasks.vmrk, sub-3000236_all_eeg_s1_r1_e1_flanker-until-alone-b6.vmrk",FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-03-10,3000240,s1_r1,eeg,"sub-3000240_all_eeg_s1_r1_e1.vhdr, sub-3000240_all_eeg_s1_r1_e1.eeg, sub-3000240_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000242,s1_r1,eeg,"sub-3000242_all_eeg_s1_r1_e1.vhdr, sub-3000242_all_eeg_s1_r1_e1.eeg, sub-3000242_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000256,s1_r1,eeg,"sub-3000256_all_eeg_s1_r1_e1.vhdr, sub-3000256_all_eeg_s1_r1_e1.eeg, sub-3000256_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000259,s1_r1,eeg,"sub-3000259_all_eeg_s1_r1_e1.vhdr, sub-3000259_all_eeg_s1_r1_e1.eeg, sub-3000259_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000260,s1_r1,eeg,"sub-3000260_all_eeg_s1_r1_e1.vhdr, sub-3000260_all_eeg_s1_r1_e1.eeg, sub-3000260_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000261,s1_r1,eeg,"sub-3000261_all_eeg_s1_r1_e1.vhdr, sub-3000261_all_eeg_s1_r1_e1.eeg, sub-3000261_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000263,s1_r1,eeg,"sub-3000263_all_eeg_s1_r1_e1.vhdr, sub-3000263_all_eeg_s1_r1_e1.eeg, sub-3000263_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000264,s1_r1,eeg,"sub-3000264_all_eeg_s1_r1_e1.vhdr, sub-3000264_all_eeg_s1_r1_e1.eeg, sub-3000264_all_eeg_s1_r1_e1.vmrk",FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-03-10,3000265,s1_r1,eeg,"sub-3000265_all_eeg_s1_r1_e1.vhdr, sub-3000265_all_eeg_s1_r1_e1.eeg, sub-3000265_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000266,s1_r1,eeg,"sub-3000266_all_eeg_s1_r1_e1.vhdr, sub-3000266_all_eeg_s1_r1_e1.eeg, sub-3000266_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000267,s1_r1,eeg,"sub-3000267_all_eeg_s1_r1_e1.vhdr, sub-3000267_all_eeg_s1_r1_e1.eeg, sub-3000267_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000269,s1_r1,eeg,"sub-3000269_all_eeg_s1_r1_e1.vhdr, sub-3000269_all_eeg_s1_r1_e1.eeg, sub-3000269_all_eeg_s1_r1_e1.vmrk",PASSED,
Lilly,2025-03-10,3000277,s1_r1,eeg,"sub-3000277_all_eeg_s1_r1_e1.vhdr, sub-3000277_all_eeg_s1_r1_e1.eeg, sub-3000277_all_eeg_s1_r1_e1.vmrk",PASSED,
