name,date,sub,session,dtype,fname,status,notes
Lilly,2025-04-01,3000008,s1_r1,psychopy,"sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1.csv,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1.log,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1.psydat,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1_practice-only.csv,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1_practice-only.log,sub-3000008_arrow-alert-v1-1_psychopy_s1_r1_e1_practice-only.psydat",PASSED,
Lilly,2025-04-01,3000014,s1_r1,psychopy,"sub-3000014_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000014_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000014_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat,sub-3000014_arrow-alert-v1-2_psychopy_s1_r1_e1_practice-only.csv,sub-3000014_arrow-alert-v1-2_psychopy_s1_r1_e1_practice-only.psydat",PASSED,
Lilly,2025-04-01,3000264,s1_r1,psychopy,"sub-3000264_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000264_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000264_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",FAILED,NO/NOT ENOUGH TRIALS
Lilly,2025-04-01,3000270,s1_r1,psychopy,"sub-3000270_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000270_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000270_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000273,s1_r1,psychopy,"sub-3000273_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000273_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000273_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000279,s1_r1,psychopy,"sub-3000279_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000279_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000279_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000281,s1_r1,psychopy,"sub-3000281_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000281_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000281_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000282,s1_r1,psychopy,"sub-3000282_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000282_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000282_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000284,s1_r1,psychopy,"sub-3000284_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000284_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000284_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000285,s1_r1,psychopy,"sub-3000285_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000285_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000285_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000286,s1_r1,psychopy,"sub-3000286_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000286_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000286_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000287,s1_r1,psychopy,"sub-3000287_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000287_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000287_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000289,s1_r1,psychopy,"sub-3000289_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000289_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000289_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000295,s1_r1,psychopy,"sub-3000295_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000295_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000295_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
Lilly,2025-04-01,3000306,s1_r1,psychopy,"sub-3000306_arrow-alert-v1-2_psychopy_s1_r1_e1.csv,sub-3000306_arrow-alert-v1-2_psychopy_s1_r1_e1.log,sub-3000306_arrow-alert-v1-2_psychopy_s1_r1_e1.psydat",PASSED,
