name,date,sub,session,dtype,fname,status,notes
Lilly,2025-02-26,3000044,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000056,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000060,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000079,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000101,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000104,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000112,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000114,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000115,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000118,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000119,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000122,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000123,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000124,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000126,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000127,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000128,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000130,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000131,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000132,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000133,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000135,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000136,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000137,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000139,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000140,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000145,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000147,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
Lilly,2025-02-26,3000150,s2_r1,eeg,,FAILED,NO/NOT ENOUGH EVENTS
