name,date,sub,session,dtype,fname,status
Lilly,2025-05-02,3000141,s2_r1,psychopy,"sub-3000141_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000141_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000141_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000144,s2_r1,psychopy,"sub-3000144_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000144_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000144_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000152,s2_r1,psychopy,"sub-3000152_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000152_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000152_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000160,s2_r1,psychopy,"sub-3000160_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000160_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000160_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000162,s2_r1,psychopy,"sub-3000162_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000162_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000162_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000168,s2_r1,psychopy,"sub-3000168_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000168_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000168_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000171,s2_r1,psychopy,"sub-3000171_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000171_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000171_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000172,s2_r1,psychopy,"sub-3000172_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000172_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000172_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000173,s2_r1,psychopy,"sub-3000173_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000173_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000173_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000174,s2_r1,psychopy,"sub-3000174_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000174_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000174_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000175,s2_r1,psychopy,"sub-3000175_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000175_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000175_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000178,s2_r1,psychopy,"sub-3000178_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000178_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000178_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000179,s2_r1,psychopy,"sub-3000179_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000179_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000179_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000180,s2_r1,psychopy,"sub-3000180_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000180_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000180_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000181,s2_r1,psychopy,"sub-3000181_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000181_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000181_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000183,s2_r1,psychopy,"sub-3000183_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000183_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000183_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000185,s2_r1,psychopy,"sub-3000185_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000185_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000185_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
Lilly,2025-05-02,3000186,s2_r1,psychopy,"sub-3000186_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000186_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000186_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED
