name,date,sub,session,dtype,fname,status,notes
Lilly,2025-03-05,3000056,s2_r1,psychopy,"sub-3000056_arrow-alert-v1-2_psychopy_s2_r1_e1_observe-other-and-alone.csv,sub-3000056_arrow-alert-v1-2_psychopy_s2_r1_e1_observe-other-and-alone.log,sub-3000056_arrow-alert-v1-2_psychopy_s2_r1_e1_observe-other-and-alone.psydat",FAILED,NO/NOT ENOUGH TRIALS
Lilly,2025-03-05,3000084,s2_r1,psychopy,"sub-3000084_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000084_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000084_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000104,s2_r1,psychopy,"sub-3000104_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000104_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000104_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000112,s2_r1,psychopy,"sub-3000112_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000112_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000112_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000114,s2_r1,psychopy,"sub-3000114_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000114_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000114_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000115,s2_r1,psychopy,"sub-3000115_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000115_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000115_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000118,s2_r1,psychopy,"sub-3000118_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000118_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000118_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000122,s2_r1,psychopy,"sub-3000122_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000122_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000122_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000123,s2_r1,psychopy,"sub-3000123_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000123_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000123_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
Lilly,2025-03-05,3000124,s2_r1,psychopy,"sub-3000124_arrow-alert-v1-2_psychopy_s2_r1_e1.csv,sub-3000124_arrow-alert-v1-2_psychopy_s2_r1_e1.log,sub-3000124_arrow-alert-v1-2_psychopy_s2_r1_e1.psydat",PASSED,
