[2025-06-12 16:08:40,885]	(INFO)	Logging initialized at 2025-06-12_16-08 (run by llaplace)
[2025-06-12 16:08:56,959]	(DEBUG)	No changes to data dictionary
[2025-06-12 16:08:56,959]	(DEBUG)	Using standard exception file naming
[2025-06-12 16:08:56,959]	(DEBUG)	suppress_missing_pending_qa=True
[2025-06-12 16:09:02,181]	(DEBUG)	Devalidated 0 identifier(s)
[2025-06-12 16:09:02,512]	(INFO)	Starting checked data validation...
[2025-06-12 16:11:03,135]	(DEBUG)	Found 1926 present id(s), 1560 expected id(s), 24 missing id(s)
[2025-06-12 16:11:03,137]	(DEBUG)	"Missing" identifier sub-3000290_all_zoom_s1_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,139]	(INFO)	Problem for identifier sub-3000054_all_digi_s3_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000054/s3_r1/digi/, folder is not present)
[2025-06-12 16:11:03,142]	(DEBUG)	"Missing" identifier sub-3000121_all_audacity_s1_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,143]	(DEBUG)	"Missing" identifier sub-3000118_all_digi_s2_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,144]	(DEBUG)	"Missing" identifier sub-3000306_all_digi_s1_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,144]	(DEBUG)	"Missing" identifier sub-3000143_all_audacity_s1_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,144]	(DEBUG)	"Missing" identifier sub-3000039_all_eeg_s3_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,145]	(DEBUG)	"Missing" identifier sub-3000162_all_audacity_s2_r1_e1 found in pending-qa, no error
[2025-06-12 16:11:03,145]	(INFO)	Problem for identifier sub-3000177_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000177/s1_r1/digi/, folder is not present)
[2025-06-12 16:11:03,146]	(DEBUG)	"Missing" identifier sub-3000282_all_audacity_s1_r1_e1 found in pending-qa, no error
