[2025-02-11 15:17:39,816]	(INFO)	Logging initialized
[2025-02-11 15:17:39,818]	(DEBUG)	2025-02-11_15-17
[2025-02-11 15:17:42,086]	(DEBUG)	No changes to data dictionary
[2025-02-11 15:17:42,086]	(DEBUG)	Using standard exception file naming
[2025-02-11 15:17:42,086]	(INFO)	Starting checked data validation...
[2025-02-11 15:17:44,484]	(DEBUG)	Found 1226 present id(s), 1012 expected id(s), 37 missing id(s)
[2025-02-11 15:17:44,485]	(INFO)	Problem for identifier sub-3000040_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000040/s1_r1/digi/, folder exists but no identifier or sub-3000040_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,488]	(INFO)	Problem for identifier sub-3000137_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000137/s1_r1/digi/, folder exists but no identifier or sub-3000137_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,489]	(INFO)	Problem for identifier sub-3000003_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000003/s1_r1/digi/, folder exists but no identifier or sub-3000003_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,491]	(INFO)	Problem for identifier sub-3000080_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000080/s1_r1/digi/, folder exists but no identifier or sub-3000080_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,492]	(INFO)	Problem for identifier sub-3000161_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000161/s1_r1/digi/, folder exists but no identifier or sub-3000161_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,493]	(INFO)	Problem for identifier sub-3000123_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000123/s1_r1/digi/, folder exists but no identifier or sub-3000123_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,494]	(INFO)	Problem for identifier sub-3000008_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000008/s2_r1/digi/, folder exists but no identifier or sub-3000008_all_digi_s2_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,495]	(INFO)	Problem for identifier sub-3000255_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000255/s1_r1/digi/, folder exists but no identifier or sub-3000255_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,497]	(INFO)	Problem for identifier sub-3000216_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000216/s1_r1/digi/, folder exists but no identifier or sub-3000216_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,498]	(INFO)	Problem for identifier sub-3000101_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000101/s1_r1/digi/, folder exists but no identifier or sub-3000101_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,499]	(INFO)	Problem for identifier sub-3000040_all_eeg_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000040/s1_r1/eeg/, folder exists but no identifier or sub-3000040_all_eeg_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,500]	(INFO)	Problem for identifier sub-3000033_all_audacity_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000033/s1_r1/audacity/, folder exists but no identifier or sub-3000033_all_audacity_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,502]	(INFO)	Problem for identifier sub-3000211_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000211/s1_r1/digi/, folder exists but no identifier or sub-3000211_all_digi_s1_r1_e1_no-data.txt was found)
[2025-02-11 15:17:44,503]	(INFO)	Problem for identifier sub-3000101_all_eeg_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000101/s1_r1/eeg/, folder exists but no identifier or sub-3000101_all_eeg_s1_r1_e1_no-data.txt was found)
