[2025-03-25 17:14:19,504]	(INFO)	Logging initialized
[2025-03-25 17:14:19,506]	(DEBUG)	2025-03-25_17-14
[2025-03-25 17:14:21,706]	(DEBUG)	No changes to data dictionary
[2025-03-25 17:14:21,706]	(DEBUG)	Using standard exception file naming
[2025-03-25 17:14:22,198]	(DEBUG)	Devalidated 0 identifier(s)
[2025-03-25 17:14:22,220]	(INFO)	Starting checked data validation...
[2025-03-25 17:14:27,144]	(DEBUG)	Found 1465 present id(s), 1208 expected id(s), 39 missing id(s)
[2025-03-25 17:14:27,144]	(INFO)	Problem for identifier sub-3000133_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000133/s2_r1/digi/, folder is not present)
[2025-03-25 17:14:30,024]	(INFO)	Problem for identifier sub-3000150_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000150/s2_r1/digi/, folder is not present)
[2025-03-25 17:14:33,016]	(INFO)	Problem for identifier sub-3000115_all_audacity_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000115/s2_r1/audacity/, folder is not present)
[2025-03-25 17:14:35,603]	(INFO)	Problem for identifier sub-3000010_all_zoom_s3_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000010/s3_r1/zoom/, folder is not present)
[2025-03-25 17:14:38,744]	(INFO)	Problem for identifier sub-3000266_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000266/s1_r1/digi/, folder is not present)
[2025-03-25 17:14:42,537]	(INFO)	Problem for identifier sub-3000231_all_digi_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000231/s1_r1/digi/, folder is not present)
[2025-03-25 17:14:46,675]	(INFO)	Problem for identifier sub-3000242_all_zoom_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000242/s1_r1/zoom/, folder is not present)
[2025-03-25 17:14:49,214]	(INFO)	Problem for identifier sub-3000126_all_zoom_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000126/s2_r1/zoom/, folder is not present)
[2025-03-25 17:14:52,273]	(INFO)	Problem for identifier sub-3000131_all_zoom_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000131/s2_r1/zoom/, folder is not present)
[2025-03-25 17:14:56,352]	(INFO)	Problem for identifier sub-3000005_all_zoom_s3_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/thrive-dataset/sourcedata/checked/sub-3000005/s3_r1/zoom/, folder is not present)
